73.3614	125.661	29	23	
74.0013	125.802	29	23	
75.2656	125.769	29.58	23.46	
75.626	125.641	29.58	23.46	
76.6445	125.178	29.58	23.46	
77.4537	125.073	29	23	
78.3677	124.995	29	23	
79.256	124.785	29.58	23.46	
79.8688	124.508	29.58	23.46	
79.8688	124.508	29.58	23.46	
80.282	124.36	29.58	23.46	
81.3174	124.162	29.58	23.46	
81.7645	123.752	29.58	23.46	
82.245	123.306	29.58	23.46	
82.6318	122.31	29	23	
83.2827	122.187	29	23	
83.5988	122.229	29	23	
83.9894	122.236	29	23	
84.6592	121.906	29	23	
84.9625	121.861	29	23	
85.5814	121.899	29	23	
86.1696	122.125	28.4314	22.549	
86.5706	122.135	29	23	
87.0766	122.165	29	23	
87.6741	122.304	29	23	
88.1969	122.823	29.58	23.46	
88.5068	122.955	28.4314	22.549	
89.1456	123.069	28.4314	22.549	
89.4441	122.958	29	23	
89.5953	122.835	29	23	
90.2056	122.698	29	23	
90.515	122.801	29	23	
90.7541	122.858	29	23	
91.1436	122.74	29	23	
91.3113	122.74	29	23	
91.7566	122.797	29	23	
91.9522	123.093	29	23	
92.4057	123.026	29	23	
92.8406	123.828	28.4314	22.549	
92.8528	124.146	28.4314	22.549	
93.0761	124.436	29	23	
93.516	125.167	29.58	23.46	
93.6767	125.745	29.58	23.46	
93.8289	126.061	29	23	
94.1947	126.765	29.58	23.46	
93.4724	126.048	30.775	24.4078	
93.619	126.339	30.775	24.4078	
94.691	127.138	30.1716	23.9292	
94.3835	126.94	30.775	24.4078	
95.6165	127.911	29.58	23.46	
95.9732	127.729	29.58	23.46	
96.2459	127.578	29.58	23.46	
96.5097	127.306	29.58	23.46	
96.7076	127.174	29.58	23.46	
95.9505	126.051	30.775	24.4078	
97.3156	126.797	29.58	23.46	
97.8397	126.51	29.58	23.46	
98.1434	126.45	29.58	23.46	
98.5816	126.382	29.58	23.46	
98.6115	126.365	29.58	23.46	
98.622	126.121	29.58	23.46	
98.845	125.928	29.58	23.46	
99.1228	125.76	29.58	23.46	
99.3242	125.822	29.58	23.46	
99.5521	125.579	29.58	23.46	
99.6918	125.461	29.58	23.46	
99.8118	125.398	29.58	23.46	
100.134	125.343	29.58	23.46	
100.209	125.411	29.58	23.46	
99.5078	124.41	30.775	24.4078	
99.7911	124.54	30.775	24.4078	
101.037	125.276	29.58	23.46	
101.155	125.443	29.58	23.46	
101.369	125.535	29.58	23.46	
101.536	125.504	29.58	23.46	
101.41	125.122	30.1716	23.9292	
100.558	124.282	31.3905	24.8959	
101.089	124.382	30.775	24.4078	
101.169	124.299	30.775	24.4078	
101.243	124.366	30.775	24.4078	
101.327	124.311	30.775	24.4078	
101.602	124.303	30.775	24.4078	
101.58	124.277	30.775	24.4078	
101.476	124.222	31.3905	24.8959	
101.822	124.454	30.775	24.4078	
101.898	124.476	30.775	24.4078	
101.991	124.399	30.775	24.4078	
102.087	124.438	30.775	24.4078	
101.918	124.453	30.775	24.4078	
102.222	124.278	30.775	24.4078	
102.177	124.584	30.775	24.4078	
101.997	123.905	31.3905	24.8959	
102.093	124.176	31.3905	24.8959	
102.184	123.948	31.3905	24.8959	
102.293	123.918	31.3905	24.8959	
102.39	123.889	31.3905	24.8959	
102.745	124.07	30.775	24.4078	
102.92	124.23	30.775	24.4078	
103.058	124.044	30.775	24.4078	
103.091	124.244	30.775	24.4078	
103.222	124.067	30.775	24.4078	
103.383	124.163	30.775	24.4078	
104.563	124.947	29.58	23.46	
