197 203 170 149
190.448	203.636	170	149
194.126	204.873	173.4	151.98
211.888	208.231	170	149
227.401	207.461	170	149
238.388	205.825	170	149
250.627	204.142	170	149
266.038	203.981	170	149
263.231	196.762	166.667	146.078
228.231	179.594	170	149
188.378	177.341	166.667	146.078
161.067	179.756	166.667	146.078
150.558	172.675	170	149
164.452	170.04	170	149
197.344	175.961	166.667	146.078
243.981	184.063	166.667	146.078
291.689	187.843	170	149
311.783	195.215	166.667	146.078
283.925	199.579	166.667	146.078
230.128	200.013	166.667	146.078
181.338	198.694	170	149
161.798	195.214	166.667	146.078
157.657	183.476	166.667	146.078
162.89	172.946	170	149
179.826	173.18	166.667	146.078
193.003	173.846	166.667	146.078
200.568	173.716	170	149
215.002	181.56	166.667	146.078
221.759	199.769	166.667	146.078
224.063	229.425	163.399	143.214
235.252	257.51	166.667	146.078
242.748	264.636	166.667	146.078
234.524	251.549	166.667	146.078
219.099	238.867	166.667	146.078
201.039	224.593	166.667	146.078
191.536	198.789	163.399	143.214
194.583	177.197	166.667	146.078
207.497	184.974	166.667	146.078
228.255	214.396	166.667	146.078
251.035	238.364	163.399	143.214
260.285	245.482	163.399	143.214
257.373	236.124	163.399	143.214
242.741	202.301	166.667	146.078
208.485	174.304	166.667	146.078
165.827	169.884	166.667	146.078
132.962	174.776	166.667	146.078
125.22	189.803	166.667	146.078
133.035	203.695	163.399	143.214
143.748	202.985	163.399	143.214
165.269	200.182	163.399	143.214
192.461	200.306	163.399	143.214
214.602	204.017	163.399	143.214
236.586	218.079	166.667	146.078
261.796	238.143	166.667	146.078
281.166	246.341	163.399	143.214
288.127	244.986	163.399	143.214
267.845	234.309	163.399	143.214
209.529	205.677	170	149
161.702	182.803	170	149
175.295	187.805	166.667	146.078
215.051	185.783	166.667	146.078
240.588	184.458	166.667	146.078
261.702	195.939	163.399	143.214
273.545	204.419	163.399	143.214
275.888	222.189	163.399	143.214
267.236	245.033	166.667	146.078
253.796	259.483	163.399	143.214
251.38	260.807	163.399	143.214
252.987	251.944	163.399	143.214
233.96	238.962	166.667	146.078
213.128	237.302	163.399	143.214
206.402	235.158	160.195	140.406
210.391	224.114	163.399	143.214
225.743	218.665	160.195	140.406
230.83	203.376	163.399	143.214
227.416	173.375	163.399	143.214
239.687	155.283	160.195	140.406
255.308	155.671	163.399	143.214
268.469	180.325	163.399	143.214
270.928	217.028	160.195	140.406
267.686	247.535	163.399	143.214
254.935	267.939	160.195	140.406
225.322	259.383	163.399	143.214
194.445	234.561	163.399	143.214
169.616	205.97	166.667	146.078
159.136	180.576	166.667	146.078
169.341	169.34	160.195	140.406
184.365	178.119	160.195	140.406
195.423	207.398	160.195	140.406
197.542	240.66	160.195	140.406
195.053	265.55	160.195	140.406
192.198	261.499	163.399	143.214
200.461	252.094	157.054	137.653
215.827	231.484	160.195	140.406
229.09	207.915	160.195	140.406
224.956	210.98	163.399	143.214
216.861	219.99	160.195	140.406
213.932	210.988	160.195	140.406
201.935	194.587	163.399	143.214
179.863	180.288	160.195	140.406
164.173	174.619	160.195	140.406
177.973	183.326	160.195	140.406
214.541	197.739	163.399	143.214
242.975	211.778	157.054	137.653
241.124	224.88	160.195	140.406
215.736	241.01	163.399	143.214
172.589	251.648	157.054	137.653
133.22	242.007	160.195	140.406
124.68	210.641	163.399	143.214
136.009	189.378	160.195	140.406
165.774	185.02	160.195	140.406
207.971	196.072	160.195	140.406
238.278	205.9	157.054	137.653
243.796	200.104	160.195	140.406
237.289	187.704	157.054	137.653
215.131	170.833	160.195	140.406
183.464	161.677	157.054	137.653
165.408	169.447	160.195	140.406
164.594	167.089	160.195	140.406
182.447	149.305	157.054	137.653
233.747	141.791	157.054	137.653
282.092	135.739	160.195	140.406
295.367	132.36	160.195	140.406
284.578	132.539	160.195	140.406
256.138	138.543	160.195	140.406
218.765	163.515	160.195	140.406
194.002	194.197	160.195	140.406
188.386	211.955	160.195	140.406
192.029	212.449	157.054	137.653
200.246	196.034	157.054	137.653
216.19	176.302	157.054	137.653
232.377	161.875	157.054	137.653
237.084	161.604	157.054	137.653
234.611	171.787	160.195	140.406
215.001	176.387	163.399	143.214
192.004	167.524	160.195	140.406
170.752	145.609	160.195	140.406
153.653	135.289	157.054	137.653
131.003	138.453	160.195	140.406
125.195	159.226	160.195	140.406
149.314	173.277	153.974	134.954
179.137	168.293	160.195	140.406
215.413	160.73	157.054	137.653
252.921	163.584	157.054	137.653
275.64	180.925	157.054	137.653
272.728	192.835	160.195	140.406
254.247	199.685	157.054	137.653
235.223	201.391	153.974	134.954
204.779	197.11	160.195	140.406
166.631	199.966	160.195	140.406
147.765	198.168	160.195	140.406
165.225	192.341	160.195	140.406
194.021	179.378	157.054	137.653
210.655	151.323	157.054	137.653
213.653	122.525	160.195	140.406
227.852	110.448	163.399	143.214
252.28	122.11	157.054	137.653
260.704	144.843	160.195	140.406
268.08	162.96	160.195	140.406
271.549	167.343	157.054	137.653
270.885	166.259	160.195	140.406
267.328	166.942	163.399	143.214
258.707	176.484	160.195	140.406
235.955	192.19	163.399	143.214
217.072	212.505	163.399	143.214
215.425	219.471	163.399	143.214
227.302	209.348	160.195	140.406
234.986	186.242	160.195	140.406
236.857	167.615	163.399	143.214
247.805	162.006	160.195	140.406
259.147	165.304	163.399	143.214
261.999	178.707	163.399	143.214
248.042	191.723	160.195	140.406
221.467	204.919	163.399	143.214
209.195	218.657	160.195	140.406
199.702	220.373	163.399	143.214
190.231	222.011	163.399	143.214
193.636	214.506	163.399	143.214
212.739	194.336	160.195	140.406
245.826	174.246	160.195	140.406
287.378	164.481	160.195	140.406
303.845	156.57	166.667	146.078
292.465	167.454	160.195	140.406
256.746	172.789	163.399	143.214
210.306	176.933	163.399	143.214
165.409	181.471	166.667	146.078
149.659	191.078	166.667	146.078
161.125	198.126	163.399	143.214
186.091	191.361	163.399	143.214
213.771	173.258	160.195	140.406
236.557	157.24	160.195	140.406
267.812	157.447	160.195	140.406
296.403	159.1	166.667	146.078
319.914	167.947	163.399	143.214
309.31	174.325	163.399	143.214
258.066	171.179	163.399	143.214
198.435	165.569	160.195	140.406
161.968	160.51	163.399	143.214
175.516	160.6	160.195	140.406
204.838	153.871	163.399	143.214
210.461	145.846	163.399	143.214
202.152	146.077	166.667	146.078
212.965	179.912	160.195	140.406
225.338	225.772	166.667	146.078
242.009	267.649	163.399	143.214
246.674	291.512	163.399	143.214
242.871	288.966	163.399	143.214
230.255	257.074	166.667	146.078
215.815	227.301	163.399	143.214
201.814	198.878	166.667	146.078
207.381	183.449	166.667	146.078
235.515	182.927	163.399	143.214
267.693	184.495	163.399	143.214
287.026	189.584	166.667	146.078
288.804	198.054	166.667	146.078
281.824	208.739	163.399	143.214
261.475	219.88	163.399	143.214
244.238	224.181	166.667	146.078
240.815	216.701	166.667	146.078
233.232	206.413	160.195	140.406
216.371	192.929	163.399	143.214
203.269	172.811	163.399	143.214
196.201	153.103	163.399	143.214
210.086	153.872	160.195	140.406
238.087	161.122	163.399	143.214
252.002	177.83	163.399	143.214
259.762	203.958	163.399	143.214
271.175	229.931	163.399	143.214
264.515	248.613	166.667	146.078
246.479	264.411	160.195	140.406
222.031	264.263	163.399	143.214
205.678	256.481	160.195	140.406
193.112	237.896	163.399	143.214
192.405	209.713	163.399	143.214
203.273	179.498	163.399	143.214
214.634	142.996	166.667	146.078
242.504	115.112	166.667	146.078
270.177	117.921	163.399	143.214
279.136	125.706	166.667	146.078
288.509	135.287	166.667	146.078
293.381	153.064	163.399	143.214
283.824	172.22	163.399	143.214
