23.5316	88.0343	66	55	
23.3852	87.5105	66	55	
24.0004	88.5169	64.7059	53.9216	
24.6534	88.6571	64.7059	53.9216	
25.1139	89.0984	63.4371	52.8643	
24.7493	89.5313	63.4371	52.8643	
25.06	89.9682	63.4371	52.8643	
25.1545	89.2699	63.4371	52.8643	
24.9504	88.6295	63.4371	52.8643	
24.95	88.63	63.4371	52.8643	
25.4981	88.3183	63.4371	52.8643	
25.6221	87.4391	63.4371	52.8643	
25.5696	86.3389	63.4371	52.8643	
26.6799	86.2715	62.1933	51.8277	
26.1403	84.4568	63.4371	52.8643	
27.0234	84.089	62.1933	51.8277	
27.6205	83.5244	62.1933	51.8277	
28.0984	83.3947	60.9738	50.8115	
28.7552	83.9307	59.7782	49.8152	
28.7655	83.6048	60.9738	50.8115	
30.2327	85.0879	58.6061	48.8384	
30.7562	85.4427	58.6061	48.8384	
31.2359	85.3288	58.6061	48.8384	
32.2521	86.3106	56.3304	46.942	
32.8729	86.1914	56.3304	46.942	
33.2783	85.5805	57.457	47.8808	
33.5462	85.6788	56.3304	46.942	
34.3304	85.8807	56.3304	46.942	
35.7713	86.4504	55.2258	46.0215	
36.0175	86.424	55.2258	46.0215	
36.781	86.8647	54.143	45.1192	
37.1421	86.9062	54.143	45.1192	
38.8113	87.3082	53.0814	44.2345	
39.4499	87.3346	53.0814	44.2345	
39.5674	87.0365	53.0814	44.2345	
39.0616	85.2736	54.143	45.1192	
40.6744	85.1118	53.0814	44.2345	
40.9986	84.3098	53.0814	44.2345	
41.6893	83.1436	52.0406	43.3671	
42.2406	82.0613	53.0814	44.2345	
42.4964	81.7279	53.0814	44.2345	
43.8921	82.125	51.0201	42.5168	
44.3247	82.3626	51.0201	42.5168	
44.6726	83.119	51.0201	42.5168	
45.0078	84.6181	51.0201	42.5168	
46.6737	86.9367	49.039	40.8658	
45.4218	86.8687	51.0201	42.5168	
45.8316	87.243	51.0201	42.5168	
45.8024	87.455	51.0201	42.5168	
47.086	88.3285	49.039	40.8658	
47.1064	87.7015	50.0198	41.6831	
47.1394	87.6084	49.039	40.8658	
48.46	87.2142	47.1347	39.2789	
48.2098	86.887	48.0774	40.0645	
