76,79,64,52
74.972	77.9126	65.28	53.04
75.7552	78.3164	64	52
75.487	78.2115	64	52
75.1759	78.203	64	52
75.1393	78.2385	64	52
74.927	78.0978	64	52
74.6502	78.0561	64	52
74.5177	77.9517	64	52
73.6271	77.023	65.28	53.04
73.6271	77.023	65.28	53.04
73.5786	77.0154	65.28	53.04
74.1196	77.0625	64	52
74.5773	77.579	62.7451	50.9804
73.9136	76.9272	64	52
73.7038	76.3795	64	52
73.9177	76.4257	64	52
73.8391	76.3468	64	52
74.536	76.6196	62.7451	50.9804
73.8652	76.3715	64	52
74.4648	76.8664	62.7451	50.9804
73.7473	76.4254	64	52
73.8239	76.2611	64	52
74.4336	76.6167	62.7451	50.9804
73.3083	76.1014	65.28	53.04
73.0993	76.0355	65.28	53.04
73.6981	76.8742	64	52
73.7116	77.0859	64	52
74.2699	77.7757	62.7451	50.9804
74.5044	77.7652	62.7451	50.9804
74.2271	77.565	62.7451	50.9804
73.1634	76.7833	65.28	53.04
73.6375	77.3869	64	52
73.7922	78.0765	64	52
73.2269	77.9102	65.28	53.04
74.5476	78.5967	62.7451	50.9804
73.5966	78.2638	64	52
74.5343	78.4995	62.7451	50.9804
73.1518	77.1484	65.28	53.04
74.4731	78.1758	62.7451	50.9804
74.6419	77.7769	62.7451	50.9804
74.5887	77.7686	62.7451	50.9804
74.6902	77.6127	62.7451	50.9804
74.5769	77.8022	62.7451	50.9804
74.5957	77.3991	62.7451	50.9804
73.9603	76.4117	64	52
74.5053	77.222	62.7451	50.9804
74.5419	77.1677	62.7451	50.9804
74.5283	76.901	62.7451	50.9804
74.5406	76.7355	62.7451	50.9804
74.5122	76.7438	62.7451	50.9804
74.5593	76.6556	62.7451	50.9804
74.2821	76.7453	62.7451	50.9804
74.3087	76.7036	62.7451	50.9804
74.2399	77.2065	62.7451	50.9804
74.3906	77.4996	62.7451	50.9804
74.3833	77.8182	62.7451	50.9804
74.3495	78.3055	62.7451	50.9804
74.1463	77.741	62.7451	50.9804
74.089	77.378	62.7451	50.9804
74.1302	77.2769	62.7451	50.9804
73.9056	76.9729	62.7451	50.9804
74.6786	76.9882	61.5148	49.9808
73.7258	76.7985	62.7451	50.9804
73.5771	76.9835	62.7451	50.9804
