151.781	244.876	108.12	107.1	
217.258	194.305	108.12	107.1	
236.716	176.313	106	105	
251.891	168.827	103.922	102.941	
264.942	171.57	106	105	
278.364	184.261	110.282	109.242	
298.999	211.798	110.282	109.242	
310.798	222.855	106	105	
295.769	204.664	110.282	109.242	
263.246	190.387	108.12	107.1	
217.846	191.571	110.282	109.242	
233.319	243.171	108.12	107.1	
182.032	209.423	108.12	107.1	
169.804	230.59	106	105	
169.038	237.56	106	105	
182.063	219.138	108.12	107.1	
207.844	189.905	106	105	
229.91	172.78	106	105	
238.39	174.754	106	105	
233.807	190.848	108.12	107.1	
230.203	206.551	106	105	
227.601	203.96	106	105	
249.688	222.184	106	105	
236.614	196.408	103.922	102.941	
244.332	195.736	106	105	
241.004	205.063	108.12	107.1	
228.846	219.621	106	105	
213.853	222.397	106	105	
206.511	207.075	108.12	107.1	
205.225	192.379	106	105	
200.789	190.367	106	105	
202.367	200.982	110.282	109.242	
211.693	225.833	110.282	109.242	
231.658	207.802	106	105	
211.648	250.792	108.12	107.1	
205.994	248.528	108.12	107.1	
204.912	221.25	108.12	107.1	
206.924	199.028	108.12	107.1	
196.949	180.515	108.12	107.1	
178.592	173.849	106	105	
167.83	182.232	108.12	107.1	
176.07	196.224	106	105	
189.838	203.143	106	105	
207.968	203.124	106	105	
221.673	202.925	106	105	
230.162	208.144	108.12	107.1	
254.751	221.069	110.282	109.242	
280.967	235.413	110.282	109.242	
299.555	241.379	110.282	109.242	
289.467	234.919	110.282	109.242	
255.72	225.236	110.282	109.242	
209.082	216.435	110.282	109.242	
175.168	213.693	110.282	109.242	
144.026	219.126	110.282	109.242	
113.66	221.768	108.12	107.1	
209.823	200.921	108.12	107.1	
125.452	206.641	112.488	111.427	
180.561	191.957	114.738	113.655	
220.468	189.279	110.282	109.242	
232.892	186.605	106	105	
233.092	188.067	106	105	
240.906	197.478	106	105	
247.077	209.981	106	105	
235.573	216.689	106	105	
201.972	215.946	110.282	109.242	
175.939	221.498	108.12	107.1	
196.344	208.866	106	105	
181.877	222.491	108.12	107.1	
219.092	213.835	112.488	111.427	
264.655	208.569	112.488	111.427	
280.553	212.475	108.12	107.1	
274.657	214.556	106	105	
263.941	204.52	106	105	
257.046	196.899	106	105	
252.73	191.381	106	105	
257.576	186.116	106	105	
271.181	190.048	108.12	107.1	
197.832	217.089	106	105	
278.969	200.155	108.12	107.1	
269.143	202.275	108.12	107.1	
245.343	205.017	110.282	109.242	
213.258	225.167	108.12	107.1	
192.304	242.734	106	105	
179.943	246.57	108.12	107.1	
185.495	243.279	108.12	107.1	
207.838	238.532	106	105	
216	236.922	103.922	102.941	
198.825	231.755	106	105	
207.303	210.251	108.12	107.1	
180.315	227.558	106	105	
177.75	220.981	106	105	
198.036	214.67	110.282	109.242	
247.986	206.087	112.488	111.427	
282.907	197.816	108.12	107.1	
281.858	193.016	108.12	107.1	
250.711	186.941	112.488	111.427	
217.268	180.907	108.12	107.1	
201.505	179.489	106	105	
185.578	182.757	106	105	
222.129	181.953	108.12	107.1	
173.736	186.346	106	105	
177.59	186.58	108.12	107.1	
207.975	189.948	106	105	
273.891	192.101	110.282	109.242	
296.712	191.09	108.12	107.1	
296.409	190.024	106	105	
280.051	192.573	106	105	
257.838	195.282	110.282	109.242	
238.662	205.775	106	105	
214.548	211.767	108.12	107.1	
248.475	171.901	106	105	
220.843	150.472	106	105	
180.67	199.67	110.282	109.242	
150.587	186.965	106	105	
145.668	183.803	108.12	107.1	
165.229	184.611	108.12	107.1	
190.677	190.414	108.12	107.1	
199.696	194.024	106	105	
195.057	186.367	108.12	107.1	
201.463	177.196	106	105	
211.249	169.373	106	105	
220.128	170.208	106	105	
203.269	142.145	106	105	
220.555	178.965	108.12	107.1	
212.54	189.416	108.12	107.1	
206.21	203.922	108.12	107.1	
217.977	226.751	108.12	107.1	
228.525	246.474	106	105	
215.17	248.261	108.12	107.1	
196.569	237.317	108.12	107.1	
187.132	211.523	108.12	107.1	
185.5	172.012	108.12	107.1	
195.368	156.247	106	105	
208.769	160.263	106	105	
208.59	157.835	106	105	
225.329	170.138	106	105	
244.121	184.073	106	105	
247.584	184.187	108.12	107.1	
239.25	184.784	106	105	
218.672	191.5	106	105	
196.814	199.987	106	105	
191.013	209.888	106	105	
196.182	216.977	103.922	102.941	
192.47	206.705	106	105	
236.275	190.463	110.282	109.242	
192.041	183.65	106	105	
206.223	162.508	106	105	
238.193	159.197	108.12	107.1	
276.149	167.204	106	105	
298.459	184.608	106	105	
303.998	205.942	106	105	
301.523	219.738	103.922	102.941	
303.609	224.152	101.884	100.923	
305.378	218.084	106	105	
296.082	221.028	106	105	
265.189	225.997	106	105	
270.141	225.549	106	105	
246.444	227.152	103.922	102.941	
238.892	236.303	101.884	100.923	
226.443	240.483	103.922	102.941	
214.389	229.76	103.922	102.941	
214.559	214.102	106	105	
220.18	207.173	103.922	102.941	
227.806	203.525	101.884	100.923	
242.733	201.676	103.922	102.941	
256.72	192.312	106	105	
274.431	239.792	108.12	107.1	
264.36	178.316	103.922	102.941	
269.306	169.659	99.8862	98.9438	
279.796	181.476	101.884	100.923	
288.899	216.442	106	105	
284.673	248.459	103.922	102.941	
268.762	256.195	103.922	102.941	
258.369	234.584	103.922	102.941	
252.583	191.568	106	105	
248.46	166.676	101.884	100.923	
242.917	158.932	101.884	100.923	
262.749	242.647	106	105	
229.459	163.732	103.922	102.941	
213.101	171.012	103.922	102.941	
223.896	169.557	101.884	100.923	
252.623	157.41	103.922	102.941	
273.375	146.029	101.884	100.923	
285.943	142.819	101.884	100.923	
285.072	156.355	101.884	100.923	
268.229	174.477	101.884	100.923	
250.662	185.751	101.884	100.923	
243.68	188.056	101.884	100.923	
247.828	247.759	106	105	
246.921	185.298	101.884	100.923	
254.742	187.368	101.884	100.923	
245.024	197.394	103.922	102.941	
217.901	208.753	101.884	100.923	
209.636	212.61	99.8862	98.9438	
219.778	202.309	101.884	100.923	
235.616	186.642	101.884	100.923	
246.827	183.74	101.884	100.923	
247.464	191.894	101.884	100.923	
246.618	201.388	99.8862	98.9438	
244.043	251.537	103.922	102.941	
245.221	206.087	99.8862	98.9438	
237.105	210.04	99.8862	98.9438	
221.192	220.431	99.8862	98.9438	
215.725	235.066	99.8862	98.9438	
224.678	236.907	101.884	100.923	
228.097	231.354	101.884	100.923	
224.652	228.459	97.9276	97.0038	
221.191	224.24	99.8862	98.9438	
232.645	215.063	99.8862	98.9438	
256.206	188.103	103.922	102.941	
236.228	239.99	106	105	
281.764	164.901	101.884	100.923	
287.845	163.506	97.9276	97.0038	
285.907	170.426	101.884	100.923	
279.714	192.051	103.922	102.941	
273.758	217.083	101.884	100.923	
268.137	229.454	99.8862	98.9438	
249.912	226.623	99.8862	98.9438	
227.64	228.831	97.9276	97.0038	
224.326	238.798	99.8862	98.9438	
234.714	248.018	99.8862	98.9438	
240.212	183.042	103.922	102.941	
230.366	225.555	106	105	
242.957	243.137	101.884	100.923	
244.421	226.092	101.884	100.923	
248.638	212.229	97.9276	97.0038	
265.056	209.645	99.8862	98.9438	
293.949	211.415	101.884	100.923	
309.173	212.263	97.9276	97.0038	
302.672	205.967	97.9276	97.0038	
288.151	202.722	99.8862	98.9438	
277.663	212.518	99.8862	98.9438	
273.159	229.054	97.9276	97.0038	
232.772	219.305	101.884	100.923	
263.346	239.961	99.8862	98.9438	
261.001	243.407	97.9276	97.0038	
269.676	238.027	97.9276	97.0038	
274.099	229.276	97.9276	97.0038	
268.935	220.97	97.9276	97.0038	
264.643	214.141	97.9276	97.0038	
263.324	209.431	97.9276	97.0038	
266.814	206.153	99.8862	98.9438	
274.44	197.786	99.8862	98.9438	
276.4	192.242	97.9276	97.0038	
239.154	211.127	101.884	100.923	
278.045	199.691	97.9276	97.0038	
286.026	213.723	97.9276	97.0038	
294.657	227.453	96.0075	95.1017	
297.295	231.402	97.9276	97.0038	
283.649	231.084	97.9276	97.0038	
255.046	237.414	97.9276	97.0038	
232.798	238.305	97.9276	97.0038	
219.999	224.23	97.9276	97.0038	
209.421	197.257	97.9276	97.0038	
210.264	172.485	97.9276	97.0038	
248.716	197.869	101.884	100.923	
218.838	165.428	97.9276	97.0038	
232.833	174.049	96.0075	95.1017	
246.568	182.334	97.9276	97.0038	
253.201	184.776	97.9276	97.0038	
261.453	189.336	96.0075	95.1017	
273.838	206.236	96.0075	95.1017	
290.617	232.316	97.9276	97.0038	
299.815	251.813	96.0075	95.1017	
292.11	246.419	97.9276	97.0038	
282.408	217.82	97.9276	97.0038	
247.873	176.874	101.884	100.923	
271.11	201.57	97.9276	97.0038	
253.878	197.281	96.0075	95.1017	
231.254	199.787	97.9276	97.0038	
